context_id,raw_context,disease,biomarkers,drugs,therapy_type,therapy_strategy,indication,approval_url
27,"if a patient with advanced or metastatic invasive breast carcinoma has her2-negative, pik3ca somatic variants, er positive, pr positive, one recommended therapy is alpelisib + fulvestrant. therapy type: targeted therapy + hormone therapy. therapy strategy: pi3k/akt/mtor inhibition + estrogen receptor inhibition. indication: piqray is a kinase inhibitor indicated in combination with fulvestrant for the treatment of adults with hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative, pik3ca-mutated, advanced or metastatic breast cancer as detected by an fda-approved test following progression on or after an endocrine-based regimen. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/212526s009lbl.pdf",advanced or metastatic invasive breast carcinoma,"['her2-negative', 'pik3ca somatic variants', 'er positive', 'pr positive']","['alpelisib', 'fulvestrant']","['targeted therapy', 'hormone therapy']","['pi3k/akt/mtor inhibition', 'estrogen receptor inhibition']","piqray is a kinase inhibitor indicated in combination with fulvestrant for the treatment of adults with hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative, pik3ca-mutated, advanced or metastatic breast cancer as detected by an fda-approved test following progression on or after an endocrine-based regimen",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/212526s009lbl.pdf
28,"if a patient with locally advanced or metastatic non-small cell lung cancer has egfr exon 20 (insertion), one recommended therapy is pemetrexed + carboplatin + amivantamab. therapy type: chemotherapy + chemotherapy + targeted therapy. therapy strategy: antifolate + platinum-based chemotherapy + egfr inhibition. indication: rybrevant is a bispecific egf receptor-directed and met receptor-directed antibody indicated in combination with carboplatin and pemetrexed for the first-line treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (nsclc) with epidermal growth factor receptor (egfr) exon 20 insertion mutations, as detected by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761210s004lbl.pdf",locally advanced or metastatic non-small cell lung cancer,['egfr exon 20 (insertion)'],"['pemetrexed', 'carboplatin', 'amivantamab']","['chemotherapy', 'chemotherapy', 'targeted therapy']","['antifolate', 'platinum-based chemotherapy', 'egfr inhibition']","rybrevant is a bispecific egf receptor-directed and met receptor-directed antibody indicated in combination with carboplatin and pemetrexed for the first-line treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (nsclc) with epidermal growth factor receptor (egfr) exon 20 insertion mutations, as detected by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761210s004lbl.pdf
29,"if a patient with locally advanced or metastatic non-small cell lung cancer has egfr exon 20 (insertion), one recommended therapy is amivantamab. therapy type: targeted therapy. therapy strategy: egfr inhibition. indication: rybrevant is a bispecific egf receptor-directed and met receptor-directed antibody indicated as a single agent for the treatment of adult patients with locally advanced or metastatic nsclc with egfr exon 20 insertion mutations, as detected by an fda-approved test, whose disease has progressed on or after platinum-based chemotherapy. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761210s004lbl.pdf",locally advanced or metastatic non-small cell lung cancer,['egfr exon 20 (insertion)'],['amivantamab'],['targeted therapy'],['egfr inhibition'],"rybrevant is a bispecific egf receptor-directed and met receptor-directed antibody indicated as a single agent for the treatment of adult patients with locally advanced or metastatic nsclc with egfr exon 20 insertion mutations, as detected by an fda-approved test, whose disease has progressed on or after platinum-based chemotherapy",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761210s004lbl.pdf
30,"if a patient with low-risk apl with pml-rara has pml::rara, one recommended therapy is arsenic trioxide. therapy type: targeted therapy. therapy strategy: pml::rara inhibition. indication: trisenox is an arsenical indicated in combination with tretinoin for treatment of adults with newly-diagnosed low-risk acute promyelocytic leukemia (apl) whose apl is characterized by the presence of the t(15;17) translocation or pml/rar-alpha gene expression. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021248s019lbl.pdf",low-risk apl with pml-rara,['pml::rara'],['arsenic trioxide'],['targeted therapy'],['pml::rara inhibition'],trisenox is an arsenical indicated in combination with tretinoin for treatment of adults with newly-diagnosed low-risk acute promyelocytic leukemia (apl) whose apl is characterized by the presence of the t(15;17) translocation or pml/rar-alpha gene expression,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021248s019lbl.pdf
31,"if a patient with apl with pml-rara has pml::rara, one recommended therapy is arsenic trioxide. therapy type: targeted therapy. therapy strategy: pml::rara inhibition. indication: trisenox is an arsenical indicated for induction of remission and consolidation in patients with apl who are refractory to, or have relapsed from, retinoid and anthracycline chemotherapy, and whose apl is characterized by the presence of the t(15;17) translocation or pml/rar-alpha gene expression. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021248s019lbl.pdf",apl with pml-rara,['pml::rara'],['arsenic trioxide'],['targeted therapy'],['pml::rara inhibition'],"trisenox is an arsenical indicated for induction of remission and consolidation in patients with apl who are refractory to, or have relapsed from, retinoid and anthracycline chemotherapy, and whose apl is characterized by the presence of the t(15;17) translocation or pml/rar-alpha gene expression",https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021248s019lbl.pdf
32,"if a patient with philadelphia chromosome-positive chronic myelogenous leukemia has bcr::abl1, one recommended therapy is asciminib. therapy type: targeted therapy. therapy strategy: bcr-abl inhibition. indication: scemblix is a kinase inhibitor indicated for the treatment of adult patients with previously treated philadelphia chromosome-positive chronic myeloid leukemia (ph+ cml) in chronic phase (cp). approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/215358Orig1s008lbl.pdf",philadelphia chromosome-positive chronic myelogenous leukemia,['bcr::abl1'],['asciminib'],['targeted therapy'],['bcr-abl inhibition'],scemblix is a kinase inhibitor indicated for the treatment of adult patients with previously treated philadelphia chromosome-positive chronic myeloid leukemia (ph+ cml) in chronic phase (cp),https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/215358Orig1s008lbl.pdf
33,"if a patient with philadelphia chromosome-positive chronic myelogenous leukemia has bcr::abl1, abl1 p.t315i, one recommended therapy is asciminib. therapy type: targeted therapy. therapy strategy: bcr-abl inhibition. indication: scemblix is a kinase inhibitor indicated for the treatment of adult patients with ph+ cml in cp with the t315i mutation. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/215358Orig1s008lbl.pdf",philadelphia chromosome-positive chronic myelogenous leukemia,"['bcr::abl1', 'abl1 p.t315i']",['asciminib'],['targeted therapy'],['bcr-abl inhibition'],scemblix is a kinase inhibitor indicated for the treatment of adult patients with ph+ cml in cp with the t315i mutation,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/215358Orig1s008lbl.pdf
34,"if a patient with non-small cell lung cancer has pd-l1 >= 1%, one recommended therapy is atezolizumab. therapy type: immunotherapy. therapy strategy: pd-1/pd-l1 inhibition. indication: tecentriq is a programmed death-ligand 1 (pd-l1) blocking antibody indicated as adjuvant treatment following resection and platinum-based chemotherapy for adult patients with stage ii to iiia nsclc whose tumors have pd-l1 expression on >= 1% of tumor cells, as determined by an fda-approved test. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761034s053lbl.pdf",non-small cell lung cancer,['pd-l1 >= 1%'],['atezolizumab'],['immunotherapy'],['pd-1/pd-l1 inhibition'],"tecentriq is a programmed death-ligand 1 (pd-l1) blocking antibody indicated as adjuvant treatment following resection and platinum-based chemotherapy for adult patients with stage ii to iiia nsclc whose tumors have pd-l1 expression on >= 1% of tumor cells, as determined by an fda-approved test",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761034s053lbl.pdf
35,"if a patient with metastatic non-small cell lung cancer has pd-l1 >= 50%, one recommended therapy is atezolizumab. therapy type: immunotherapy. therapy strategy: pd-1/pd-l1 inhibition. indication: tecentriq is a programmed death-ligand 1 (pd-l1) blocking antibody indicated for the first-line treatment of adult patients with metastatic nsclc whose tumors have high pd-l1 expression (pd-l1 stained >= 50% of tumor cells [tc >= 50%] or pd-l1 stained tumor-infiltrating immune cells [ic] covering >= 10% of the tumor area [ic >= 10%] ), as determined by an fda-approved test, with no egfr or alk genomic tumor aberrations. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761034s053lbl.pdf",metastatic non-small cell lung cancer,['pd-l1 >= 50%'],['atezolizumab'],['immunotherapy'],['pd-1/pd-l1 inhibition'],"tecentriq is a programmed death-ligand 1 (pd-l1) blocking antibody indicated for the first-line treatment of adult patients with metastatic nsclc whose tumors have high pd-l1 expression (pd-l1 stained >= 50% of tumor cells [tc >= 50%] or pd-l1 stained tumor-infiltrating immune cells [ic] covering >= 10% of the tumor area [ic >= 10%] ), as determined by an fda-approved test, with no egfr or alk genomic tumor aberrations",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761034s053lbl.pdf
36,"if a patient with metastatic non-small cell lung cancer has pd-l1 >= 10% tiic, one recommended therapy is atezolizumab. therapy type: immunotherapy. therapy strategy: pd-1/pd-l1 inhibition. indication: tecentriq is a programmed death-ligand 1 (pd-l1) blocking antibody indicated for the first-line treatment of adult patients with metastatic nsclc whose tumors have high pd-l1 expression (pd-l1 stained >= 50% of tumor cells [tc >= 50%] or pd-l1 stained tumor-infiltrating immune cells [ic] covering >= 10% of the tumor area [ic >= 10%] ), as determined by an fda-approved test, with no egfr or alk genomic tumor aberrations. approval url: https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761034s053lbl.pdf",metastatic non-small cell lung cancer,['pd-l1 >= 10% tiic'],['atezolizumab'],['immunotherapy'],['pd-1/pd-l1 inhibition'],"tecentriq is a programmed death-ligand 1 (pd-l1) blocking antibody indicated for the first-line treatment of adult patients with metastatic nsclc whose tumors have high pd-l1 expression (pd-l1 stained >= 50% of tumor cells [tc >= 50%] or pd-l1 stained tumor-infiltrating immune cells [ic] covering >= 10% of the tumor area [ic >= 10%] ), as determined by an fda-approved test, with no egfr or alk genomic tumor aberrations",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761034s053lbl.pdf
